StartDate,EndDate,Duration,RecordedDate,ResponseId,UserLanguage,Approached,Consent,rawnumund18,rawnum1824,rawnumov24,highesteducation_specify,rawLACity,rawLACity_specify,reason_hmls_specify,rawsurveystatus,age_cat,elig_age,numund18Count,num1824Count,numov24Count,placelast30days,placelastnight,dwellinglast30days,dwellinglastnight,elig_placelast30days,elig_placelastnight,hmls_first_time,hmls_first_age,hmlspast1yr,hmlspast3yrs,hmls1yrpast3yrs,hmlsMoreThan1YrIn3Yr,hmlsmorethan1Yr,time_hmls,time_hmls_days,hmls_gtyr,hmls_leyr,reason_marsplit,reason_childsup,reason_hhconflict,reason_deathill,reason_domviol,reason_eviction,reason_sexorient,reason_foster,reason_medical,reason_mental,reason_nofam,reason_immig,reason_hospital,reason_jail,reason_subsabuse,reason_safety,reason_prevhouseprog,reason_unemployed,reason_livingcond,reason_other,reason_hmls_ct,car,van,rv_camper,tent,MSShelter,car_count,van_count,rv_camper_count,tent_count,MSShelter_count,any_CVRTM,place_befhmls,LAC_yrs,LAC_days,LAC_res,foster_care,mandated_stay,prison,jail,adult_probation,parole,juv_detention,Juv_probation,childsys_ilp,childsys_fcare_nonfam,childsys_fcare_fam,childsys_fcare_AB12,childsys_ct,sysinvolve_ct,justice_system,emp_status,humtraf,humtraf_other,humtraf_agri,humtraf_panhandle,humtraf_dtdsales,humtraf_restaurant,humtraf_hholdwk,humtraf_illegal,humtraf_sex,humtraf_ct,govasst_calworks,govasst_capi,govasst_ssret,govasst_ssidi,govasst_childsup,govasst_food,govasst_grga,govasst_mcaid,govasst_unemp,govasst_mcare,govasst_vetpen,govasst_vetmed,govasst_vetdis,govasst_wic,govasst_chip,govasst_mhla,govasst_fcareAB12,govasst_studentfinaid,govasst_ct,dv_neglect,dv_physical,dv_physical_rel,dv_physical_sp,dv_sexual,dv_sexual_rel,dv_sexual_sp,dv_dating,dv_stalking,domviol,dv_ct,flee_dv_hmls,highesteducation,receivedGift,survey_dropin,observed_subsabuse,observed_mental,observed_physical,observed_ct,elig_status,elig_samp,n_kid,n_und18,n_1824,n_25p,n_chron,n_fam,chronicHH,vetHH,age_und18,age_1824,hhold_type,YHH_type,mental,subsabuse,hiv,longdurcond,SamplingWeight,wtmiss,dup,first_record,CoC,male,female,gender,transgender,nonconforming,sexorient,white,black,asian,ai_an,nh_pi,multirace,NH_white,NH_black,NH_asian,NH_ai_an,NH_nh_pi,NH_multirace,race,NH_race,Hispanic,nonHispanic,ment_illness,depression,PTSD,drugabuse,alcohol,physical,otherchronhealth,braininjury,develop,phys_disab,phys_illness,otherhealth,rawveteran,veteran,vetdischarge,natguard,hispanic_specify,AmerIndAK_specify,Asian_specify,PacIsl_specify,Other_specify,otherhealth_specify,relation,indiv_seq,youth_wtadj,SPA,SD,CD,SSD,AD,USCD,city_name,Community,wt_spa,strata,observed_age,observed_gender,observed_eth,observed_race,schoolenroll
22JAN19:19:16:00,22JAN19:19:26:00,655,22JAN19:21:08:00,R_4Qfasdm6G8B18uU,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,2,0,,,,,Complete,2,1,0,3,0,15,15,15,15,1,1,0,13,M,3,1,1,1,1,365,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,1,4,1,365,3,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,4,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,0,2,0
25JAN19:10:50:00,25JAN19:11:14:00,1483,25JAN19:12:17:00,R_4lgL4S9rHoRA0CE,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Hollywood,,,Complete,2,1,0,1,0,16,15,16,15,1,1,0,18,2,2,M,0,0,0.333333333,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0.25,91,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,1,0
23JAN19:13:13:00,23JAN19:13:36:00,1422,23JAN19:14:34:00,R_5rDw7xAADgXdTTw,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,4,4,4,4,1,1,0,18,D,D,M,0,0,0.666666667,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4,0.5,183,3,1,1,0,1,1,0,0,0,0,1,0,1,2,4,1,3,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,0,1,3,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,,0,,,,,,,0,1,1.6,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,0,2,0
22JAN19:20:26:00,22JAN19:20:33:00,471,22JAN19:21:09:00,R_6AG2OBxJ3kxVCo0,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,3,0,,,,,Complete,2,1,0,4,0,16,16,16,16,1,1,1,,1,1,M,0,1,1,365,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,4,4,1,M,6,2192,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,2,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,3,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,3,0,6,0
22JAN19:10:56:00,22JAN19:11:14:00,1099,22JAN19:11:34:00,R_6FzLdxrPmHTIwuq,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,20,16,X,16,0,1,0,17,M,3,1,1,1,1.5,548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,1,4,0.5,183,3,1,1,0,1,0,0,0,0,1,0,1,0,3,3,1,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,,0,,,,,,,0,1,1.6,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
25JAN19:13:46:00,25JAN19:13:57:00,687,25JAN19:14:00:00,R_6HFFZwYCw8FufpM,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,20,15,X,15,0,1,1,,1,1,M,0,1,2,731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,3,2,731,4,0,1,0,1,0,0,1,1,0,0,0,0,0,4,1,2,0,M,M,M,M,M,M,M,M,M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.4,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
01FEB19:13:29:00,01FEB19:13:40:00,635,01FEB19:14:09:00,R_6XHg3KDpj8jFKEJ,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Hollywood,,,Complete,2,1,0,1,0,15,15,15,15,1,1,1,,1,1,M,0,0,0.5,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,23,8401,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,X,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,HL,,0,1,1.2,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,1,6,0
28JAN19:14:14:00,28JAN19:14:29:00,927,28JAN19:15:05:00,R_6hhoZYcQoNMx9vg,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,,1,,,,Daughter taken away,Complete,2,1,0,1,1,13,13,13,13,1,1,0,6,M,2,M,0,1,1,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,4,2,731,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,,,,,,ADHD,0,1,1.6,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,0,1,0
23JAN19:14:13:00,23JAN19:15:26:00,4369,23JAN19:15:27:00,R_7N7ZGc3x1ReALvn,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,1,,,,,Complete,2,1,0,1,1,13,15,13,15,1,1,0,19,M,2,M,0,1,2,731,1,0,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,0,0,1,0,0,0,0,4,0,1,2,2,731,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,D,D,D,D,D,D,D,D,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,D,2,0,1,1,1,0,2,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,1,0,1,1,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,,0,,,,,,,0,1,1.84,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,0,1,0
22JAN19:10:44:00,22JAN19:10:59:00,922,22JAN19:11:35:00,R_7ccxphF7F1zjCtT,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,4,5,4,5,1,1,0,20,2,2,M,0,0,0.833333333,304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,3,1,4,0.833333333,304,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,4,0,1,0,0,0,0,,,,,,,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,0,1,1.44,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
30JAN19:13:53:00,30JAN19:14:21:00,1683,30JAN19:15:24:00,R_8AzuBGk5Zt96wZ1,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,Complete,2,1,0,2,0,1,19,1,X,1,0,0,18,M,2,M,0,1,1,365,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,1,4,0.583333333,213,3,1,0,0,1,1,0,0,1,0,1,0,1,2,4,1,5,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,,,,,,,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,,,,,,Diabetes,0,1,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
22JAN19:19:40:00,22JAN19:19:50:00,576,22JAN19:21:08:00,R_8gViySjBtheOTxd,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,2,0,,Long Beach,,,Complete,2,1,0,3,0,4,4,4,4,1,1,0,12,3,3,1,1,0,0.038461539,14,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,7,0,0,1,1,0,0,0,2,1,1,1,1,21,7670,7,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,6,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,0,2,2
01FEB19:10:36:00,01FEB19:11:49:00,4350,01FEB19:11:49:00,R_8rC035kQXLxMWav,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,15,15,15,15,1,1,0,18,M,2,M,0,1,1.5,548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,365,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,0,1,1.76,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
28JAN19:11:12:00,28JAN19:11:40:00,1685,28JAN19:11:41:00,R_9EKAddscTI0yB3D,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,West Los Angeles,,,Complete,2,1,0,1,0,15,20,15,X,1,0,0,15,M,3,0,0,1,2,731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,731,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,X,1,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.28,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
22JAN19:13:25:00,22JAN19:13:46:00,1223,22JAN19:14:08:00,R_9WhdpaLn2TL0dsT,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,Complete,2,1,0,2,0,4,4,4,4,1,1,1,,1,1,M,0,0,0.205128205,75,0,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,1,0,0,0,0,1,1,1,4,0.25,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,,0,,,,,,Shoulder and back pain,0,1,1.4,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,0
22JAN19:14:09:00,22JAN19:15:02:00,3230,22JAN19:15:26:00,R_9cEVBYLYoMcOUgi,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",2,0,2,,Norwalk,,,Complete,2,1,2,1,2,15,15,15,15,1,1,0,17,3,3,0,0,0,0.057692308,21,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,1,3,1096,4,1,1,0,1,0,0,1,1,1,1,1,1,5,5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,R,0,R,1,0,1,0,0,0,0,1,1,2,0,1,0,0,4,0,0,0,1,1,2,1,0,0,1,1,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,6,6,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,,0,,Cherokee,,,,,0,1,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,1
22JAN19:14:09:00,22JAN19:15:02:00,3230,22JAN19:15:26:00,R_9cEVBYLYoMcOUgi,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",2,0,2,,Norwalk,,,Complete,M,1,2,1,2,15,15,15,15,1,1,S,17,3,3,0,0,0,0.057692308,21,S,S,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,S,S,S,4,S,S,S,S,S,S,S,S,1,1,1,1,5,5,S,S,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,S,0,R,S,0,1,0,0,0,0,1,1,2,0,1,0,0,4,0,0,M,M,1,2,Y,Y,Y,1,1,0,0,1,1,0,1,2,0,0,1,,,,,,,,,,,,,X,,1,0,1,0,1,0,0,Y,Y,Y,Y,1,0,0,0,Y,,0,Belizean,,,,BELIZEAN,,3,4,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,1
22JAN19:14:09:00,22JAN19:15:02:00,3230,22JAN19:15:26:00,R_9cEVBYLYoMcOUgi,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",2,0,2,,Norwalk,,,Complete,1,1,2,1,2,15,15,15,15,1,1,S,17,3,3,0,0,0,0.057692308,21,S,S,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,S,S,S,4,S,S,S,S,S,S,S,S,1,1,1,1,5,5,S,S,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,S,0,R,S,0,1,0,0,0,0,1,1,2,0,1,0,0,4,0,0,M,M,1,2,Y,Y,Y,D,1,0,0,1,1,1,0,1,0,0,M,0,0,0,0,0,1,0,0,0,0,0,1,6,6,0,1,0,0,0,0,0,Y,Y,Y,Y,0,0,1,M,Y,,M,,Cherokee,,,,ADHD,1,3,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,1
22JAN19:14:09:00,22JAN19:15:02:00,3230,22JAN19:15:26:00,R_9cEVBYLYoMcOUgi,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",2,0,2,,Norwalk,,,Complete,1,1,2,1,2,15,15,15,15,1,1,S,17,3,3,0,0,0,0.057692308,21,S,S,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,S,S,S,4,S,S,S,S,S,S,S,S,1,1,1,1,5,5,S,S,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,S,0,R,S,0,1,0,0,0,0,1,1,2,0,1,0,0,4,0,0,M,M,1,2,Y,Y,Y,M,1,0,0,1,1,0,1,2,0,0,M,,,,,,,,,,,,,X,,1,0,0,0,0,0,0,Y,Y,Y,Y,0,0,0,M,Y,,M,Belizean,,,,BELIZEAN,,1,2,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,1
28JAN19:10:27:00,28JAN19:11:00:00,1996,28JAN19:11:25:00,R_9gLNBQHgdQFYPk0,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Downtown Los Angeles,,,Complete,2,1,0,1,0,22,15,X,15,0,1,0,17,M,2,M,0,1,2,731,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,1,2,731,4,,1,0,0,0,0,0,0,M,M,M,M,M,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,X,,1,0,1,0,0,0,0,0,0,0,0,0,0,M,0,0,,0,Cuban mexican,,,,HISPANIC WHITE AND NATIVE,,0,1,1.24,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,1,4,5
22JAN19:13:43:00,22JAN19:14:17:00,2004,22JAN19:15:06:00,R_9uZHglkFJu1rvw8,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Not in list,Koreatown,,Complete,2,1,0,1,0,15,20,15,X,1,0,0,15,3,3,1,1,0,0.038461539,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,365,3,1,1,0,1,1,0,1,1,1,0,0,0,2,6,1,10,0,M,M,M,M,M,M,M,M,M,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.6,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,2,5
28JAN19:13:50:00,28JAN19:14:18:00,1657,28JAN19:15:03:00,R_aDax76lS9JHKhpo,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,3,0,,Declined/Don't know,,,Complete,2,1,0,4,0,15,4,15,4,1,1,0,17,2,2,M,0,0,0.5,183,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,5,1,1,0,,Z,1,1,0,1,0,0,1,0,1,0,0,0,1,4,1,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,1,0,1,4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,1,0,1,0
30JAN19:10:52:00,30JAN19:11:04:00,735,30JAN19:11:42:00,R_aTC6GuBmAPBepDh,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Diamond Bar,,,Complete,2,1,0,1,0,15,14,15,14,1,1,0,19,2,3,1,1,0,0.583333333,213,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,0,3,1,1,1,22,8036,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,1,1,4,1,2,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,1,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,1,,,,,,,6,,,,0,0,0,0,0,1,1,0,0,1,0,1,0,0,,0,,,,,,Epilepsy,0,1,1.56,4,3,13,26,50,28,Los Angeles,Hollywood,11,1013SS HS,1,2,1,6,0
