StartDate,EndDate,Duration,RecordedDate,ResponseId,UserLanguage,Approached,Consent,rawnumund18,rawnum1824,rawnumov24,highesteducation_specify,rawLACity,rawLACity_specify,reason_hmls_specify,rawsurveystatus,age_cat,elig_age,numund18Count,num1824Count,numov24Count,placelast30days,placelastnight,dwellinglast30days,dwellinglastnight,elig_placelast30days,elig_placelastnight,hmls_first_time,hmls_first_age,hmlspast1yr,hmlspast3yrs,hmls1yrpast3yrs,hmlsMoreThan1YrIn3Yr,hmlsmorethan1Yr,time_hmls,time_hmls_days,hmls_gtyr,hmls_leyr,reason_marsplit,reason_childsup,reason_hhconflict,reason_deathill,reason_domviol,reason_eviction,reason_sexorient,reason_foster,reason_medical,reason_mental,reason_nofam,reason_immig,reason_hospital,reason_jail,reason_subsabuse,reason_safety,reason_prevhouseprog,reason_unemployed,reason_livingcond,reason_other,reason_hmls_ct,car,van,rv_camper,tent,MSShelter,car_count,van_count,rv_camper_count,tent_count,MSShelter_count,any_CVRTM,place_befhmls,LAC_yrs,LAC_days,LAC_res,foster_care,mandated_stay,prison,jail,adult_probation,parole,juv_detention,Juv_probation,childsys_ilp,childsys_fcare_nonfam,childsys_fcare_fam,childsys_fcare_AB12,childsys_ct,sysinvolve_ct,justice_system,emp_status,humtraf,humtraf_other,humtraf_agri,humtraf_panhandle,humtraf_dtdsales,humtraf_restaurant,humtraf_hholdwk,humtraf_illegal,humtraf_sex,humtraf_ct,govasst_calworks,govasst_capi,govasst_ssret,govasst_ssidi,govasst_childsup,govasst_food,govasst_grga,govasst_mcaid,govasst_unemp,govasst_mcare,govasst_vetpen,govasst_vetmed,govasst_vetdis,govasst_wic,govasst_chip,govasst_mhla,govasst_fcareAB12,govasst_studentfinaid,govasst_ct,dv_neglect,dv_physical,dv_physical_rel,dv_physical_sp,dv_sexual,dv_sexual_rel,dv_sexual_sp,dv_dating,dv_stalking,domviol,dv_ct,flee_dv_hmls,highesteducation,receivedGift,survey_dropin,observed_subsabuse,observed_mental,observed_physical,observed_ct,elig_status,elig_samp,n_kid,n_und18,n_1824,n_25p,n_chron,n_fam,chronicHH,vetHH,age_und18,age_1824,hhold_type,YHH_type,mental,subsabuse,hiv,longdurcond,SamplingWeight,wtmiss,dup,first_record,CoC,male,female,gender,transgender,nonconforming,sexorient,white,black,asian,ai_an,nh_pi,multirace,NH_white,NH_black,NH_asian,NH_ai_an,NH_nh_pi,NH_multirace,race,NH_race,Hispanic,nonHispanic,ment_illness,depression,PTSD,drugabuse,alcohol,physical,otherchronhealth,braininjury,develop,phys_disab,phys_illness,otherhealth,rawveteran,veteran,vetdischarge,natguard,hispanic_specify,AmerIndAK_specify,Asian_specify,PacIsl_specify,Other_specify,otherhealth_specify,relation,indiv_seq,youth_wtadj,SPA,SD,CD,SSD,AD,USCD,city_name,Community,wt_spa,strata,observed_age,observed_gender,observed_eth,observed_race,schoolenroll
23JAN18:14:33:47,23JAN18:14:50:03,975,23JAN18:14:50:05,R_1cUP5jIg3HTZK2i,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,2,1,Pursuing Masters,,West Hollywood,,,Complete,2,1,0,3,1,4,4,4,4,1,1,1,,1,1,M,0,0,0.5,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,4,,1,1,0.5,183,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor's Degree or greater,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,28,0,1,1,1,0,1,0,0,3,,,,,,,,,,,,,X,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,EGYPTIAN,Nosebleeds,0,1,11,4,3,Central Hollywood NC,26,50,4,Los Angeles,0,1,1004DI,18-24,1,0,2
23JAN18:12:17:53,23JAN18:12:35:30,1056,23JAN18:12:35:32,R_1cUglOskTBLuw8z,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,2,0,,,,,Wanted to progress differently than at home,Complete,2,1,0,3,,16,15,16,15,1,1,1,,1,1,M,0,0,0.333333333,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,,,,,1,4,0.333333333,122,3,,0,0,0,1,0,0,0,M,M,M,,M,1,1,5,1,0,0,1,0,0,0,1,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,1,1,33,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,,,,,,Migraines,0,1,5,5,3,Santa Monica,26,50,0,Santa Monica,0,1,105FG,18-24,1,0,2
26JAN18:11:03:25,26JAN18:11:58:07,3281,26JAN18:11:58:08,R_1d4gXpJd4XHEr7d,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,,Complete,2,1,0,1,0,1,1,1,1,1,1,0,18,M,3,1,1,1,2,731,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,1,1,2,,,4,3,1,4,0.038461539,14,2,1,1,1,1,1,0,1,1,1,0,0,,1,7,1,9,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,28,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,,,,,,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,11,4,3,Hollywood Studio District NC,26,50,13,Los Angeles,0,1,1013DI,.X - other value,1,0,2
27JAN18:10:44:03,27JAN18:10:55:34,690,27JAN18:10:55:36,R_1dN9GwJkDlTCF9S,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,North Hollywood,,,Complete,2,1,0,1,0,15,15,15,15,1,1,0,14,M,2,M,0,1,1,365,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,1,,1,1,2,731,4,0,1,1,1,0,0,0,0,0,0,0,,0,3,1,0,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,3,1,Less than high school diploma/No GED,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,1,1,25,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,1,,,,,,Astma,0,1,1,1,5,Lancaster,21,36,0,Lancaster,0,1.4,101FG,18-24,1,M,2
27JAN18:08:42:56,27JAN18:09:36:47,3230,27JAN18:09:36:49,R_1eF5O0NWA8Ks8Xv,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,3,0,,,,,,Complete,2,1,0,4,0,15,15,15,15,1,1,0,21,1,1,M,0,0,0.166666667,61,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,,,,,,0,4,0.166666667,61,3,1,0,0,1,0,0,0,0,1,1,0,1,2,2,1,3,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,0,1,3,0,Some college or Associate's Degree,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,1,0,1,1,33,0,1,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,,0,,,,,,,0,1,10,5,3,Venice NC,26,62,11,Los Angeles,0,1.4,1011FG,18-24,1,0,1
24JAN18:13:31:14,24JAN18:13:44:30,795,24JAN18:13:44:31,R_1eF7p00BwUwo4sz,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,Declined/Don't know,,,Complete,2,1,0,2,1,1,16,1,16,1,1,0,,2,2,M,0,0,0.154724271,56,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4,1,0,0,1,0,2,,,2,,1,1,23,8401,7,0,D,0,1,0,0,0,1,0,0,0,,0,2,1,3,R,R,R,R,R,R,R,R,,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,Less than high school diploma/No GED,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,D,1,40,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,7,7,1,Huntington Park,33,53,0,Huntington Park,0,1.246666667,107FG,18-24,1,1,1
25JAN18:12:24:33,25JAN18:12:35:23,649,25JAN18:12:35:24,R_1etbbA2Ykagv8W9,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,,Complete,2,1,0,2,0,12,12,12,12,1,1,1,,1,1,M,0,0,0.583333333,213,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,1,3,,,3,3,1,2,0.583333333,213,3,1,0,0,0,0,0,0,0,1,1,0,1,3,1,0,5,1,0,0,1,0,0,0,1,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,0,Some college or Associate's Degree,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,R,1,27,0,1,2,0,1,2,0,0,1,1,0,0,0,0,0,,,,,,,1,,1,0,0,0,1,1,0,0,0,0,0,0,0,R,0,0,,0,,,,,,,0,1,3,3,1,Claremont,25,41,0,Claremont,0,1,103FG,18-24,2,1,6
27JAN18:08:36:01,27JAN18:09:04:15,1694,27JAN18:09:04:17,R_1f2gaYazaAQ3GSl,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,9th grade,,,,Complete,2,1,0,1,0,15,15,15,15,1,1,0,18,M,M,M,0,1,3,1096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,4,0.076923077,28,2,0,D,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other (Specify):,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,33,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,10,5,3,Venice NC,26,62,11,Los Angeles,0,1.4,1011NO,18-24,1,0,2
29JAN18:11:42:48,29JAN18:12:00:32,1063,29JAN18:12:00:34,R_1gBaKZ5F5Zmky5J,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,Declined/Don't know,,,Complete,2,1,0,1,0,9,2,9,2,1,1,1,,1,1,M,0,0,0.413558131,151,0,1,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,1,0,0,0,,1,,,,1,1,18,6575,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,M,M,M,M,M,M,M,,M,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,1,0,0,0,0,0,0,0,0,X,1,0,Less than high school diploma/No GED,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,M,M,M,M,1,40,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,1,,1,0,M,M,M,M,M,M,M,M,M,M,M,D,0,0,,0,,,,,,,0,1,6,6,2,Zapata-King NC,30,59,9,Los Angeles,0,1.2,1009DI,.X - other value,1,1,1
29JAN18:16:12:53,29JAN18:16:18:32,338,29JAN18:16:18:34,R_1gClAx11ZWmoVHA,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,,Complete,2,1,0,1,0,16,16,16,16,1,1,0,18,1,1,M,0,0,0.333333333,122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,,,,1,,1,4,0.002739726,1,1,1,0,0,0,0,0,0,1,0,1,0,,1,2,1,2,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,X,1,0,Bachelor's Degree or greater,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,33,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,0,1,5,5,3,Santa Monica,26,50,0,Santa Monica,0,1.44,105FG,18-24,1,0,1
22JAN18:14:58:34,22JAN18:15:16:52,1097,22JAN18:15:16:53,R_1gI78Zj6U2bSYNB,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,3,0,,,Carson,,,Complete,2,1,0,4,2,15,4,15,4,1,1,0,10,M,M,M,0,1,4,1461,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,3,3,3,6,,1,1,21,7670,7,1,1,0,1,0,1,1,1,0,1,1,1,3,6,1,6,1,0,0,0,0,1,0,1,,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,5,0,Less than high school diploma/No GED,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,28,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,6,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,,1,,,,,,asthma,0,1,11,4,3,Hollywood Studio District NC,26,50,13,Los Angeles,0,1,1013DI,18-24,1,0,2
24JAN18:11:16:50,24JAN18:11:35:26,1116,24JAN18:11:35:28,R_1gbcfPtm0nwKyF0,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,,Complete,2,1,0,2,0,4,15,4,15,1,1,1,,1,1,M,0,0,0.75,274,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,1,1,0,1,1,2,5,,2,1,1,4,0.083333333,30,2,,1,0,1,1,0,0,0,M,M,M,,M,3,1,2,1,0,0,0,1,0,0,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,0,Bachelor's Degree or greater,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,1,0,1,1,28,0,1,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,11,4,3,Hollywood Studio District NC,26,50,13,Los Angeles,0,1.4,1013DI,18-24,1,0,1
29JAN18:17:40:31,29JAN18:17:50:40,609,29JAN18:17:50:42,R_1gcGks4FwUi3FU7,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,2,0,,,,,,Complete,2,1,0,3,0,16,16,16,16,1,1,0,14,M,M,M,0,1,22,8036,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,2,2,1,4,3,1096,4,0,0,0,1,0,0,0,0,0,0,0,,0,1,1,3,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Less than high school diploma/No GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,10,28,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,X,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,,,0,1,11,4,3,Central Hollywood NC,26,50,13,Los Angeles,0,12,1013NO,18-24,1,0,1
23JAN18:10:52:12,23JAN18:12:10:13,4681,23JAN18:12:10:14,R_1gonCAl9iSqAufP,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,Glendale,,,Complete,2,1,0,1,0,14,16,14,16,1,1,1,,1,1,M,0,0,0.166666667,61,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,,,2,,1,1,21,7670,7,0,0,0,1,1,0,0,0,0,0,0,,0,2,1,10,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Some college or Associate's Degree,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,33,1,1,2,0,0,3,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,5,5,3,Santa Monica,26,50,0,Santa Monica,0,1.24,105FG,18-24,1,0,1
30JAN18:12:52:02,30JAN18:12:59:06,424,30JAN18:12:59:08,R_1gubD3oZ2mABP9v,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,Inglewood,,,Complete,2,1,0,2,0,6,14,6,14,1,1,1,,1,1,M,0,1,1,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,0,1,21,7670,7,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,28,0,1,2,1,0,1,0,0,3,,,,,,,,,,,,,D,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,0,1,4,4,3,West Hollywood,26,50,0,West Hollywood,0,1,104FG,18-24,1,1,5
29JAN18:17:51:58,29JAN18:17:57:47,348,29JAN18:17:57:48,R_1gwpp568v2fzQae,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,Palmdale,,,Complete,2,1,0,1,0,11,11,11,11,1,1,1,,1,1,M,0,1,1,365,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,,,,,1,1,1,1,365,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Some college or Associate's Degree,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,23,0,1,2,0,1,2,0,0,1,,,,,,,,,,,,,M,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,0,1,1,1,5,Lancaster,21,36,0,Lancaster,0,1,101DI,18-24,2,1,M
29JAN18:15:23:57,29JAN18:15:31:14,437,29JAN18:15:31:16,R_1hZovxUMWfL5qUF,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,,Complete,2,1,0,2,0,15,15,15,15,1,1,1,,1,1,M,0,1,1,365,0,1,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,0,0,0,0,,,,,,0,4,1,365,3,1,0,0,0,0,0,0,0,0,1,0,,1,1,0,3,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Less than high school diploma/No GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,D,1,33,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,5,5,3,Santa Monica,26,50,0,Santa Monica,0,1.2,105FG,18-24,1,0,2
26JAN18:12:32:22,26JAN18:13:14:32,2530,26JAN18:13:14:34,R_1i5kIq0ifW51X5I,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,South Central,,,Complete,2,1,0,1,1,15,15,15,15,1,1,0,9,M,M,M,0,1,12,4383,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,,,,,2,1,1,4,1461,4,1,1,0,0,0,0,0,0,0,1,1,,2,2,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,Less than high school diploma/No GED,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,28,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,D,0,0,,1,,,,,,,0,1,11,4,3,Central Hollywood NC,26,50,4,Los Angeles,0,1,1004DI,18-24,1,0,2
23JAN18:12:59:18,23JAN18:14:36:14,5815,23JAN18:14:36:15,R_1imOnRpAg0EVkfx,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Personal Choice,Complete,2,1,0,1,0,15,15,15,15,1,1,0,16,M,3,1,1,1,2,731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,0,4,1,365,3,1,0,0,1,0,0,0,0,X,X,X,1,X,2,1,4,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,3,0,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,2,1,0,0,0,M,1,33,1,1,2,1,0,1,0,0,1,,,,,,,,,,,,,X,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,General under honora,0,,,,,HEBREW,,0,1,5,5,3,Santa Monica,26,50,0,Santa Monica,0,1.4,105DI,18-24,1,0,2
07FEB18:16:02:05,07FEB18:16:06:42,276,07FEB18:16:06:44,R_1iml3jeBygs2VNM,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,Not in list,,,Complete,2,1,0,1,0,8,1,8,1,1,1,0,17,M,M,M,0,1,3,1096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,3,,6,6,1,1,7,2557,5,0,0,0,1,1,0,0,0,0,0,0,,0,2,1,3,1,0,0,1,0,0,0,1,,2,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0,1,1,1,0,0,0,0,0,1,2,0,Less than high school diploma/No GED,0,0,M,M,M,M,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,28,0,1,1,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,0,1,11,4,3,Central Hollywood NC,26,50,4,Los Angeles,0,1.4,1004DI,18-24,1,0,2
31JAN18:12:42:29,31JAN18:12:50:19,469,31JAN18:12:50:21,R_1ingiDJ9TYfCBeq,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,,,,Complete,2,1,0,2,0,16,16,16,16,1,1,0,17,M,M,M,0,1,6,2192,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,6,0,0,0,1,0,,,,2,,1,2,5,1826,4,1,1,0,0,0,0,0,0,0,0,1,,1,2,0,2,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,7,1,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,1,1,1,1,28,0,1,1,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,0,1,4,4,1,Greater Echo Park Elysian NC,24,51,1,Los Angeles,0,5.32,1001FG,18-24,2,0,2
09FEB18:10:50:23,09FEB18:12:27:02,5798,09FEB18:12:27:04,R_1jHOSChlE50D5Et,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,Torrance,,,Complete,2,1,0,1,1,1,1,1,1,1,1,0,14,M,1,M,0,1,1,365,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,,,,,1,1,5,1826,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,M,M,M,M,M,M,M,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,X,1,0,High school diploma/GED,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,R,1,43,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,8,8,4,Harbor Gateway South NC,35,64,15,Los Angeles,0,1,1015DI,18-24,1,0,1
30JAN18:15:38:16,30JAN18:15:59:01,1245,30JAN18:15:59:03,R_1jHT0g1s08diGJ6,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,,Venice,,,Complete,2,1,0,2,0,2,2,2,2,1,1,1,,1,1,M,0,1,2,731,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,,2,,,,1,1,19,6940,6,0,0,0,1,1,0,0,0,0,0,0,,0,2,1,2,1,0,0,0,1,0,0,1,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,6,0,High school diploma/GED,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,0,1,33,0,1,1,0,1,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,,,,,,0,1,10,5,2,Venice NC,26,62,11,Los Angeles,0,1,1011DI,18-24,2,0,1
